,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,50.53,217.32,125.64,98.72,10.68,2.32,157.32,5.32,68.6,3.82,0.86,8.05,15.22,33.46,8.5,3.07,10.25,100.58,5.48
2016-01-01,54.05,217.68,110.82,89.02,11.5,2.37,154.0,5.26,69.39,4.44,0.93,8.52,18.54,33.79,8.34,3.17,17.54,161.96,13.72
2015-01-01,62.32,203.92,100.81,78.17,8.49,2.34,155.98,4.66,78.32,4.35,0.92,6.0,14.28,27.77,5.74,2.06,9.2,165.13,8.62
