,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,11.10,137.18,292.86,252.91,21295.34,4.44,82.20,24.84,14.69,0.84,0.52,6.36,7.22,61.88,12.16,4.69,99.25,99.80,9.59
2016,13.65,148.52,260.27,236.97,31847.28,4.62,79.00,25.17,14.50,0.99,0.58,15.41,17.87,145.74,26.36,12.29,127.73,104.05,11.21
2015,14.43,142.52,248.75,231.62,4224.61,4.39,83.14,26.21,13.92,0.97,0.54,13.83,16.23,123.67,25.08,10.51,138.59,88.91,17.83
2014,19.29,164.13,262.22,238.08,2503.09,4.39,83.14,24.00,15.20,1.29,0.65,16.55,20.88,121.91,24.59,10.40,82.81,71.45,12.43
2013,30.44,159.35,213.89,193.63,15.01,3.69,98.91,21.83,16.72,1.51,0.75,17.69,30.08,112.06,21.89,10.22,95.38,64.07,45.59
2012,66.00,98.36,87.77,69.54,9.32,4.47,81.65,14.56,25.06,1.84,0.98,20.07,64.60,65.88,17.10,9.73,36.68,44.07,30.05
