,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,67.67,130.57,102.93,60.13,-5.66,5.48,66.6,3.48,104.88,1.98,0.74,-2.35,-7.58,-21.64,-3.72,-1.62,-10.4,86.59,-37.86
2016-01-01,58.36,158.12,129.55,103.34,16.03,5.31,68.73,5.49,66.48,2.77,0.97,6.61,15.92,43.36,6.38,3.54,23.49,69.68,14.07
2015-01-01,64.93,129.98,106.72,79.89,13.82,4.59,79.52,4.97,73.44,2.97,1.04,6.53,18.63,40.37,5.74,3.13,9.66,68.25,3.03
2014-01-01,70.69,141.64,104.85,70.76,13.88,4.96,73.58,5.36,68.09,3.97,1.24,7.67,26.63,50.9,5.74,4.02,27.09,94.9,33.8
2013-01-01,76.25,154.02,104.66,72.83,1.99,3.86,94.55,6.06,60.23,3.59,1.16,1.38,2.67,3.58,0.63,0.5,20.81,60.28,28.04
2012-01-01,63.34,133.79,100.94,90.23,3.34,2.92,125.0,14.85,24.57,2.63,0.98,1.54,2.76,16.43,1.02,0.36,-16.57,15.38,-16.43
2011-01-01,57.92,147.37,131.64,88.21,11.28,4.35,83.9,6.78,53.83,3.04,1.23,5.79,14.43,15.28,4.39,1.78,36.42,18.55,20.86
