,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,17.12,478.96,486.41,456.06,*****,3.52,103.69,8.48,43.04,4.17,0.83,16.14,19.76,42.31,19.34,3.38,84.79,117.41,3.98
2016,19.79,350.89,396.72,367.57,,3.51,103.98,8.48,43.04,3.63,0.84,13.62,17.10,35.72,16.20,2.89,90.61,119.56,-0.80
2015,20.58,345.60,376.44,345.65,0.00,3.72,98.11,8.95,40.78,4.16,0.93,18.27,23.25,50.04,19.68,4.10,114.85,141.39,5.37
