,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,38.48,437.53,228.23,179.13,79.89,4.00,91.25,6.41,56.94,9.55,1.46,11.94,19.67,71.78,8.06,5.22,58.02,100.08,23.19
2016,41.07,393.61,211.84,161.08,39.57,3.95,92.40,6.90,52.89,9.39,1.52,12.08,23.03,74.00,7.68,5.25,12.24,42.46,2.67
