,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,55.33,186.84,147.46,121.46,12.04,4.39,83.14,9.33,39.12,3.17,1.00,6.76,14.49,105.55,6.20,6.43,4.01,80.10,0.46
2016,59.72,149.65,129.59,109.64,13.55,4.72,77.33,9.73,37.51,2.55,0.87,4.01,8.59,65.95,4.19,4.29,20.21,110.98,7.80
2015,53.70,162.14,144.77,125.94,22.56,4.59,79.52,10.65,34.27,2.67,0.94,9.15,20.82,116.71,9.02,9.80,38.45,120.20,15.90
2014,62.54,152.48,134.22,116.35,17.05,3.35,108.95,10.49,34.79,2.53,0.89,9.11,23.33,108.09,8.87,9.12,37.71,103.97,19.48
2013,64.06,144.79,129.31,111.48,16.86,3.32,109.93,10.73,34.01,2.32,0.90,8.82,23.77,82.18,8.48,7.41,19.44,75.50,8.45
2012,66.28,105.40,94.76,80.25,13.36,4.24,86.08,11.30,32.30,2.08,0.92,7.81,21.65,75.75,7.47,5.88,17.41,48.07,16.20
2011,67.03,96.39,84.77,73.15,7.71,4.53,80.57,12.82,28.47,1.63,0.82,5.60,15.34,38.02,5.32,3.64,13.21,37.99,11.87
