,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,10.58,5742.45,884.78,824.1,0.0,1.65,221.21,10.93,33.39,2.09,0.19,-27.82,-31.24,-34.82,-149.04,-3.48,-96.25,92.14,-4.4
2016-01-01,11.19,631.99,798.32,740.48,0.0,1.9,192.1,14.15,25.79,1.05,0.25,-31.7,-35.91,-61.37,-128.79,-5.95,14.93,0.0,0.8
2015-01-01,12.08,312.37,739.7,663.54,0.0,2.28,160.08,9.36,38.99,1.21,0.34,-16.77,-19.03,-48.85,-49.85,-4.55,23.17,0.0,-6.41
2014-01-01,11.76,343.93,764.72,688.13,0.0,3.0,121.66,9.93,36.75,2.77,0.74,5.47,6.4,25.18,7.36,1.84,257.35,0.0,12.86
2013-01-01,17.68,314.29,454.89,408.54,262.46,2.72,134.19,7.92,46.08,3.19,0.95,11.71,14.08,55.59,12.24,3.52,92.75,0.0,5.83
