,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,38.94,511.65,278.91,239.38,119.69,2.23,163.67,7.01,52.06,7.04,1.05,7.1,12.35,57.93,6.69,4.26,6.37,0.0,0.05
2016-01-01,49.24,358.93,201.92,174.75,108.35,2.82,129.43,8.66,42.14,9.5,1.42,18.0,40.93,141.58,12.54,10.19,-0.97,0.0,-0.55
2015-01-01,68.02,346.06,142.53,119.57,29.24,2.84,128.52,7.25,50.34,10.27,1.35,14.47,53.51,176.81,10.13,9.78,35.67,0.0,33.49
