,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,64.3,136.68,115.57,87.54,3475.37,7.16,50.97,14.75,24.74,7.75,2.36,12.81,37.79,261.2,5.32,21.46,27.02,79.6,26.2
2016-01-01,70.78,112.37,103.34,86.21,14.16,4.9,74.48,11.2,32.58,5.48,1.74,6.94,24.39,127.78,3.65,9.39,42.97,0.0,42.04
2015-01-01,76.61,124.86,110.62,81.92,11.48,6.68,54.64,13.45,27.13,6.09,2.14,5.76,23.41,88.34,2.36,7.44,2.32,50.29,0.5
2014-01-01,80.79,98.29,97.4,77.73,7.84,5.26,69.39,14.13,25.83,5.17,1.85,4.23,20.55,56.44,1.76,4.81,34.13,0.0,40.51
2013-01-01,87.14,73.73,88.16,68.97,14.82,4.68,77.99,16.82,21.7,8.98,2.21,7.63,55.29,96.52,2.87,13.57,13.95,0.0,30.4
